sep=,
DeviceTag:,Xsens_DOT_2
FirmwareVersion:,3.0.0
AppVersion:,2023.6.0
StartTime: ,2025-04-09_10:40:51_000 CEST
© Movella Technologies B. V. 2005-2025

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
0,1105333301,51.00374221801758,-86.82275390625000,-4.77980852127075,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000
1,1105349968,49.69923782348633,-86.79124450683594,-3.52166104316711,9.81872081756592,0.51841658353806,0.51008164882660,-2.26508498191833,3.49149131774902,1.86203718185425
2,1105366635,48.62415313720703,-86.75580596923828,-2.49711942672729,9.69464302062988,0.50538802146912,0.51880568265915,-2.53985762596130,3.03772377967834,1.31255471706390
3,1105383302,47.70390319824219,-86.70931243896484,-1.62028813362122,9.71177387237549,0.55865389108658,0.49167662858963,-2.09253215789795,3.13357973098755,0.57326990365982
4,1105399969,46.77727890014648,-86.65473175048828,-0.72710585594177,9.73830032348633,0.49847581982613,0.52346038818359,-1.49374568462372,3.55821299552917,0.33166530728340
5,1105416636,45.80018997192383,-86.59838104248047,0.23095652461052,9.69415664672852,0.45556807518005,0.50725346803665,-0.68146431446075,3.81250834465027,0.54914265871048
6,1105433303,44.67904663085938,-86.53774261474609,1.34349060058594,9.75339317321777,0.43263494968414,0.58813369274139,-0.05242920294404,4.44374656677246,0.87044131755829
7,1105449970,43.60749435424805,-86.47169494628906,2.41695666313171,9.78577804565430,0.43258205056190,0.66204762458801,0.61127907037735,4.63189697265625,0.69467413425446
8,1105466637,42.65065383911133,-86.40316009521484,3.38157820701599,9.75151062011719,0.38752183318138,0.63902115821838,0.95188975334167,4.49667501449585,0.46665704250336
9,1105483304,42.11914062500000,-86.36621856689453,3.95449948310852,9.73474884033203,0.36722478270531,0.65453231334686,3.03603363037109,2.14683723449707,0.75723308324814
10,1105499971,41.62443161010742,-86.33531951904297,4.49986314773560,9.90369033813477,0.39456740021706,0.59014409780502,3.54675030708313,1.80421602725983,0.97431349754333
11,1105516638,41.06570053100586,-86.29487609863281,5.09554195404053,9.91126251220703,0.33846515417099,0.69408255815506,2.70482301712036,2.38335776329041,0.76904058456421
12,1105533305,40.65600967407227,-86.24803924560547,5.53351449966431,9.89201641082764,0.36238569021225,0.62431085109711,2.23053932189941,2.29101109504700,0.10327681154013
13,1105549972,40.24465560913086,-86.17602539062500,5.96317529678345,9.95326519012451,0.35741966962814,0.57091975212097,1.62424874305725,3.42998290061951,-0.84683287143707
14,1105566639,39.80809020996094,-86.08999633789062,6.41848468780518,9.88574886322021,0.41818171739578,0.67721384763718,1.68004596233368,4.20189762115479,-1.27122235298157
15,1105583306,39.23856735229492,-86.00492095947266,6.98832273483276,9.76105880737305,0.51678079366684,0.68727070093155,0.52860134840012,4.48176813125610,-0.77853655815125
16,1105599973,38.61549758911133,-85.93235015869141,7.59307336807251,9.72669410705566,0.55617332458496,0.69629222154617,-0.58742719888687,4.03568410873413,-0.10013284534216
17,1105616640,38.03519821166992,-85.86246490478516,8.14858245849609,9.74007797241211,0.45299881696701,0.73346853256226,-1.01641452312469,3.81412243843079,-0.08181978762150
18,1105633307,37.56927108764648,-85.79327392578125,8.59243392944336,9.75968742370605,0.42831432819366,0.74637788534164,-0.81823617219925,3.51689934730530,-0.36513465642929
19,1105649974,37.24497604370117,-85.73327636718750,8.89465808868408,9.77190876007080,0.44170042872429,0.77307468652725,-0.79129159450531,2.71604108810425,-0.46557489037514
