sep=,
DeviceTag:,Xsens_DOT_4
FirmwareVersion:,3.0.0
AppVersion:,2023.6.0
StartTime: ,2025-04-09_11:04:29_000 CEST
© Movella Technologies B. V. 2005-2025

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
0,2524095009,1.54462170600891,-82.03109741210938,88.79364013671875,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000
1,2524111676,1.56981325149536,-82.04966735839844,88.82394409179688,9.79912185668945,-0.18621551990509,1.46250569820404,3.33169364929199,-1.01839923858643,-0.99091702699661
2,2524128343,1.58407425880432,-82.06442260742188,88.85270690917969,9.82603931427002,-0.17058715224266,1.49989378452301,2.24871182441711,-0.78775691986084,-1.05798375606537
3,2524145010,1.59720540046692,-82.07962799072266,88.86791229248047,9.80840110778809,-0.19356265664101,1.45087063312531,1.85410988330841,-0.81526505947113,-1.10130774974823
4,2524161677,1.56723511219025,-82.08215332031250,88.89879608154297,9.81326770782471,-0.04824448376894,1.45432746410370,0.14470534026623,-0.05972881242633,-0.99997097253799
5,2524178344,1.49898529052734,-82.07645416259766,88.92214965820312,9.85250759124756,-0.10743628442287,1.39997708797455,-2.48666024208069,0.43859830498695,-1.06017363071442
6,2524195011,1.44757664203644,-82.06573486328125,88.94795989990234,9.84700393676758,-0.18901053071022,1.37857878208160,-1.47447192668915,0.73795944452286,-1.06737077236176
7,2524211678,1.42668116092682,-82.05493164062500,88.95629119873047,9.79796218872070,-0.20003560185432,1.40803253650665,-0.47797137498856,0.74070012569427,-1.18237185478210
8,2524228345,1.40725040435791,-82.04910278320312,88.96371459960938,9.77681064605713,-0.18510405719280,1.44358336925507,-0.57592713832855,0.44460448622704,-1.20051848888397
9,2524245012,1.40920805931091,-82.04670715332031,88.95210266113281,9.79761123657227,-0.20681424438953,1.45755660533905,-0.98935449123383,0.23414486646652,-1.43593752384186
10,2524261679,1.41948473453522,-82.04756927490234,88.91697692871094,9.80714702606201,-0.16545316576958,1.48564517498016,-1.30537676811218,0.03142037615180,-1.54292166233063
11,2524278346,1.43665146827698,-82.05228424072266,88.87155914306641,9.75378131866455,-0.18743476271629,1.45266914367676,-1.77513945102692,-0.20809037983418,-1.66106045246124
12,2524295013,1.44865942001343,-82.05902862548828,88.83065795898438,9.79926013946533,-0.18961741030216,1.46166944503784,-1.66072738170624,-0.32067102193832,-1.59833490848541
13,2524311680,1.44747912883759,-82.05996704101562,88.79441833496094,9.81068801879883,-0.15899094939232,1.40863835811615,-2.24743103981018,0.02775135822594,-1.57923424243927
14,2524328347,1.45925080776215,-82.05547332763672,88.75486755371094,9.78477668762207,-0.22494971752167,1.36069273948669,-1.98399794101715,0.35188645124435,-1.65970277786255
15,2524345014,1.49225747585297,-82.04969024658203,88.69271087646484,9.77110958099365,-0.15249140560627,1.42979586124420,-1.75249767303467,0.42081022262573,-1.80819249153137
16,2524361681,1.54643452167511,-82.05048370361328,88.62450408935547,9.75403785705566,-0.24174620211124,1.44599127769470,-0.44731292128563,0.03425697982311,-1.79091656208038
17,2524378348,1.59638321399689,-82.05824279785156,88.58489990234375,9.81140613555908,-0.19366142153740,1.49020433425903,0.63183331489563,-0.38426735997200,-1.59432673454285
18,2524395015,1.63632833957672,-82.07268524169922,88.53776550292969,9.81527233123779,-0.20701374113560,1.46940624713898,-0.24041365087032,-0.78306990861893,-1.61992657184601
19,2524411682,1.68711948394775,-82.08882904052734,88.47729492187500,9.79266643524170,-0.14545764029026,1.47545778751373,-0.75962150096893,-0.89211601018906,-1.78004431724548
20,2524428349,1.73887455463409,-82.10742950439453,88.40187835693359,9.79472351074219,-0.21149133145809,1.43445909023285,-1.40717458724976,-1.04107940196991,-1.87077713012695
21,2524445016,1.80807399749756,-82.12500762939453,88.32318878173828,9.77887439727783,-0.13474915921688,1.37717986106873,-0.36873325705528,-0.97820025682449,-1.87075173854828
22,2524461683,1.86052906513214,-82.14040374755859,88.23797607421875,9.79545593261719,-0.12428663671017,1.36933135986328,-1.30704152584076,-0.85491353273392,-1.86114692687988
23,2524478350,1.91020822525024,-82.15773010253906,88.15296936035156,9.80737590789795,-0.12824292480946,1.43295371532440,-1.94218540191650,-0.96226918697357,-1.92110621929169
24,2524495017,1.97681879997253,-82.17336273193359,88.05412292480469,9.79664516448975,-0.17981158196926,1.39089071750641,-1.97202420234680,-0.87519878149033,-2.06749582290649
25,2524511684,2.05099272727966,-82.18601226806641,87.93848419189453,9.81704521179199,-0.16217720508575,1.37509286403656,-2.51816391944885,-0.70127582550049,-2.20867276191711
26,2524528351,2.11169362068176,-82.19798278808594,87.82714080810547,9.77955722808838,-0.09526147693396,1.40475928783417,-3.20371365547180,-0.65737569332123,-2.19134616851807
27,2524545018,2.14107346534729,-82.21361541748047,87.71933746337891,9.79428195953369,-0.14889843761921,1.46277225017548,-4.55975294113159,-0.87466096878052,-2.10792565345764
28,2524561685,2.17466163635254,-82.23017120361328,87.61117553710938,9.78334999084473,-0.17009459435940,1.39736640453339,-4.04050636291504,-0.93591374158859,-2.06698346138000
29,2524578352,2.23613214492798,-82.24938964843750,87.49405670166016,9.78440093994141,-0.16787768900394,1.35150730609894,-3.35633897781372,-1.09096014499664,-2.19477748870850
30,2524595019,2.29925632476807,-82.27381896972656,87.36180114746094,9.82006835937500,-0.08900056034327,1.39115297794342,-4.30440711975098,-1.41522979736328,-2.31992149353027
31,2524611686,2.32457280158997,-82.29182434082031,87.22080993652344,9.83506298065186,-0.15538592636585,1.43057882785797,-6.73151731491089,-1.03365182876587,-2.35198879241943
32,2524628353,2.38875246047974,-82.30237579345703,87.09868621826172,9.80692291259766,-0.17211906611919,1.36625194549561,-3.45063233375549,-0.58024287223816,-2.23975348472595
33,2524645020,2.44331336021423,-82.30455780029297,87.01074218750000,9.77291393280029,-0.13153220713139,1.33682966232300,-1.92622888088226,-0.06850116699934,-1.97507214546204
34,2524661687,2.48281359672546,-82.31231689453125,86.93200683593750,9.79260730743408,-0.10123077034950,1.37908303737640,-2.24646449089050,-0.40197852253914,-1.88152182102203
35,2524678354,2.51732707023621,-82.31591796875000,86.87915039062500,9.77798938751221,-0.15465418994427,1.32913601398468,-0.93494033813477,-0.13948674499989,-1.67276537418365
36,2524695021,2.54336571693420,-82.32448577880859,86.82724761962891,9.79842567443848,-0.13194249570370,1.42141139507294,-1.75957977771759,-0.43836137652397,-1.70522964000702
37,2524711688,2.56636238098145,-82.33348846435547,86.77517700195312,9.77355003356934,-0.14489302039146,1.37779271602631,-1.41233551502228,-0.46040111780167,-1.62903177738190
